ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
1554	Qingyun	same	sy²¹	sy²¹	s y ²¹	12159
1555	Shuizhuping	same	ɕy²¹	ɕy²¹	ɕ y ²¹	12159
1556	Diaocao	same	sə²¹	sə²¹	s ə ²¹	12159
1557	Xuzhang	same	sy²¹	sy²¹	s y ²¹	12159
1558	Mangdi	same	sə²¹	sə²¹	s ə ²¹	12159
1559	Yijiacun	same	sə²¹	sə²¹	s ə ²¹	12159
1560	Yangliu	same	sə²¹, a²¹ja⁵³	sə²¹	s ə ²¹	12159
3422	ProtoLalo	sand	ʃa³	ʃa³	ʃ a ³	12168
3423	Qingyun	sand	ʂa³³tsɿ³³	ʂa³³tsɿ³³	ʂ a ³³ + ts ɿ ³³	12168 12169
3424	Shuizhuping	sand	lu⁴⁴tsʰɿ⁴⁴mu³³	lu⁴⁴tsʰɿ⁴⁴mu³³	l u ⁴⁴ + tsʰ ɿ ⁴⁴ + m u ³³	12171 12168 12172
3425	Diaocao	sand	sɔ³³tsɿ³³	sɔ³³tsɿ³³	s ɔ ³³ + ts ɿ ³³	12168 12169
3426	Xuzhang	sand	ɣɛ˞̠³³ʂa³³	ɣɛ˞̠³³ʂa³³	ɣ ɛ̠˞ ³³ + ʂ a ³³	12169 12168
3427	Mangdi	sand	a⁵⁵lu³³sei³³	a⁵⁵lu³³sei³³	a ⁵⁵ + l u ³³ + s ei ³³	12170 12171 12168
3428	Yijiacun	sand	sa⁵⁵i²¹ɕɛ²¹, sa⁵⁵ɕɛ²¹	sa⁵⁵i²¹ɕɛ²¹	s a ⁵⁵ + i ²¹ + ɕ ɛ ²¹	12168 12170 12169
3429	Yangliu	sand	ɕa³³	ɕa³³	ɕ a ³³	12168
7938	ProtoLalo	savor	my¹	my¹	m y ¹	12187
7939	Qingyun	savor	my⁵⁵	my⁵⁵	m y ⁵⁵	12187
7940	Shuizhuping	savor	my²⁴	my²⁴	m y ²⁴	12187
7941	Diaocao	savor	pɔ⁵⁵	pɔ⁵⁵	p ɔ ⁵⁵	12186
7942	Xuzhang	savor	my²⁴	my²⁴	m y ²⁴	12187
7943	Mangdi	savor	mə⁵⁵	mə⁵⁵	m ə ⁵⁵	12187
7944	Yijiacun	savor	mə²⁴	mə²⁴	m ə ²⁴	12187
7945	Yangliu	savor	mə³³	mə³³	m ə ³³	12187
3608	ProtoLalo	saw	ɣi̠ᶫtsy³	ɣi̠ᶫtsy³	ɣ i̠ ᶫ/³ + ts y ³	12195 12196
3609	Qingyun	saw	ɣɨ̠²¹tsy³³	ɣɨ̠²¹tsy³³	ɣ ɨ̠ ²¹ + ts y ³³	12195 12196
3610	Shuizhuping	saw	ɣɨ⁵⁵tɕy³³	ɣɨ⁵⁵tɕy³³	ɣ ɨ ⁵⁵ + tɕ y ³³	12195 12196
3611	Diaocao	saw	ʝi⁴²tsə³³	ʝi⁴²tsə³³	ʝ i ⁴² + ts ə ³³	12195 12196
3612	Xuzhang	saw	ɣɨ³³tɕy³³	ɣɨ³³tɕy³³	ɣ ɨ ³³ + tɕ y ³³	12195 12196
3613	Mangdi	saw	ɣɨ²¹tsə³³	ɣɨ²¹tsə³³	ɣ ɨ ²¹ + ts ə ³³	12195 12196
3614	Yijiacun	saw	lɛʲ³³,lẽ³³	lɛʲ³³	l ɛʲ/ɛi ³³	12197
3615	Yangliu	saw	ɣɨ⁵⁵tsɿ³³	ɣɨ⁵⁵tsɿ³³	ɣ ɨ ⁵⁵ + ts ɿ ³³	12195 12196
3616	ProtoLalo	saw	ɣi̠ᶫtsy³	ɣi̠ᶫtsy³	ɣ i̠ ᶫ/³ + ts y ³	12195 12196
3617	Qingyun	saw	ɣə̠²¹tsy³³	ɣə̠²¹tsy³³	ɣ ə̠ ²¹ + ts y ³³	12195 12196
3618	Shuizhuping	saw	ɣɨ⁵⁵tɕy³³	ɣɨ⁵⁵tɕy³³	ɣ ɨ ⁵⁵ + tɕ y ³³	12195 12196
3619	Diaocao	saw	ʝi⁴²tsə³³	ʝi⁴²tsə³³	ʝ i ⁴² + ts ə ³³	12195 12196
3620	Xuzhang	saw	ɣɨ³³tɕy³³	ɣɨ³³tɕy³³	ɣ ɨ ³³ + tɕ y ³³	12195 12196
3621	Mangdi	saw	ɣɨ²¹tsə³³	ɣɨ²¹tsə³³	ɣ ɨ ²¹ + ts ə ³³	12195 12196
3622	Yijiacun	saw	lɛʲ³³,lẽ³³	lɛʲ³³	l ɛʲ/ɛi ³³	12197
3623	Yangliu	saw	ɣɨ⁵⁵tsɿ³³	ɣɨ⁵⁵tsɿ³³	ɣ ɨ ⁵⁵ + ts ɿ ³³	12195 12196
5304	ProtoLalo	say	be̠H 	be̠H	b e̠ H/¹	12226
5305	Qingyun	say	bɛ̠³³	bɛ̠³³	b ɛ̠ ³³	12226
5306	Shuizhuping	say	bɛ⁴⁴	bɛ⁴⁴	b ɛ ⁴⁴	12226
5307	Diaocao	say	bei³³	bei³³	b ei ³³	12226
5308	Xuzhang	say	bi³³	bi³³	b i ³³	12226
5309	Mangdi	say	bɛ̠³³	bɛ̠³³	b ɛ̠ ³³	12226
5310	Yijiacun	say	tʰɨ²⁴	tʰɨ²⁴	tʰ ɨ ²⁴	12227
5311	Yangliu	say	bei⁵³	bei⁵³	b ei ⁵³	12226
7286	ProtoLalo	scatter; sprinkle (e.g., seed)	ʃɨ²	ʃɨ²	ʃ ɨ ²	12236
7287	Qingyun	scatter; sprinkle (e.g., seed)	ʂʅ²¹,pi²¹	ʂʅ²¹	ʂ ʅ ²¹	12236
7288	Shuizhuping	scatter; sprinkle (e.g., seed)	ʂʅ²¹	ʂʅ²¹	ʂ ʅ ²¹	12236
7289	Diaocao	scatter; sprinkle (e.g., seed)	pei²¹	pei²¹	p ei ²¹	12235
7290	Xuzhang	scatter; sprinkle (e.g., seed)	ʂʅ²¹, pɛi³³	ʂʅ²¹	ʂ ʅ ²¹	12236
7291	Mangdi	scatter; sprinkle (e.g., seed)	sɿ²¹	sɿ²¹	s ɿ ²¹	12236
7292	Yijiacun	scatter; sprinkle (e.g., seed)	sɿ²¹	sɿ²¹	s ɿ ²¹	12236
7293	Yangliu	scatter; sprinkle (e.g., seed)	sɿ²¹	sɿ²¹	s ɿ ²¹	12236
7555	ProtoLalo	scold; curse	kʰa²	kʰa²	kʰ a ²	12244
7556	Qingyun	scold; curse	wa̠²¹	wa̠²¹	w a̠ ²¹	12245
7557	Shuizhuping	scold; curse	kʰa²¹	kʰa²¹	kʰ a ²¹	12244
7558	Diaocao	scold; curse	xɛ⁵⁵	xɛ⁵⁵	x ɛ ⁵⁵	12244
7559	Xuzhang	scold; curse	hɛ̃˞⁴⁵³	hɛ̃˞⁴⁵³	h ɛ̃˞ ⁴⁵³	12246
7560	Mangdi	scold; curse	xɛ³³	xɛ³³	x ɛ ³³	12244
7561	Yijiacun	scold; curse	xiɛ²⁴	xiɛ²⁴	x i/j ɛ ²⁴	12244
7562	Yangliu	scold; curse	tsʰao³³	tsʰao³³	tsʰ ao ³³	12244
2725	ProtoLalo	scratch	ku²	ku²	k u ²	12253
2726	Diaocao	scratch	kɤ̪²¹	kɤ̪²¹	k ɤ̪/ɤ ²¹	12253
2727	ProtoLalo	scratch	kje̠H	kje̠H	k j e̠ H/¹	12253
2728	Qingyun	scratch	tɕɛ̠³³	tɕɛ̠³³	tɕ ɛ̠ ³³	12253
2729	Shuizhuping	scratch	tɕi⁴⁴	tɕi⁴⁴	tɕ i ⁴⁴	12253
2730	Xuzhang	scratch	tɕiɛ̠³³	tɕiɛ̠³³	tɕ i/j ɛ̠ ³³	12253
2731	Mangdi	scratch	kɛ³³	kɛ³³	k ɛ ³³	12253
2732	Yijiacun	scratch	kʰi³³	kʰi³³	kʰ i ³³	12253
6697	Shuizhuping	second sibling	za²¹lɛ⁵³	za²¹lɛ⁵³	z a ²¹ + l ɛ ⁵³	12262 12263
6698	Yangliu	second sibling	ɛ˞³³mɛ˞²¹	ɛ˞³³mɛ˞²¹	ɛ˞/ɛ ³³ + m ɛ˞/ɛ ²¹	12264 12265
2816	ProtoLalo	see	mjaŋ¹	mjaŋ¹	m j a ŋ ¹	12267
2817	Qingyun	see	mu⁵⁵	mu⁵⁵	m u ⁵⁵	12267
2818	Shuizhuping	see	mu²⁴	mu²⁴	m u ²⁴	12267
2819	Diaocao	see	mia²⁴	mia²⁴	m i/j a ²⁴	12267
2820	Xuzhang	see	ma²⁴	ma²⁴	m a ²⁴	12267
2821	Mangdi	see	i⁵⁵ma⁵⁵	i⁵⁵ma⁵⁵	i ⁵⁵ + m a ⁵⁵	12268 12267
2822	Yijiacun	see	i²⁴ma²⁴	i²⁴ma²⁴	i ²⁴ + m a ²⁴	12268 12267
2823	Yangliu	see	va⁵⁵m̩³³	va⁵⁵m̩³³	v a ⁵⁵ + m̩ ³³	12269 12267
4383	ProtoLalo	seed	ʃɨ²	ʃɨ²	ʃ ɨ ²	12280
4384	Qingyun	seed	ʂʅ²¹,ha⁵⁵ʂʅ²¹	ʂʅ²¹	ʂ ʅ ²¹	12280
4385	Shuizhuping	seed	hã⁴⁴ʂʅ²¹	hã⁴⁴ʂʅ²¹	h ã ⁴⁴ + ʂ ʅ ²¹	12281 12280
4386	Diaocao	seed	ja³³sɿ²¹	ja³³sɿ²¹	j a ³³ + s ɿ ²¹	12279 12280
4387	Xuzhang	seed	ja³³ʂʅ²¹	ja³³ʂʅ²¹	j a ³³ + ʂ ʅ ²¹	12279 12280
4388	Mangdi	seed	jɛ²¹sɿ²¹	jɛ²¹sɿ²¹	j ɛ ²¹ + s ɿ ²¹	12279 12280
4389	Yijiacun	seed	ɛ³³sɿ²¹	ɛ³³sɿ²¹	ɛ ³³ + s ɿ ²¹	12283 12280
4390	Yangliu	seed	sɿ²¹kʰa³³	sɿ²¹kʰa³³	s ɿ ²¹ + kʰ a ³³	12280 12282
4391	ProtoLalo	seed	ʃɨ²kʰa³	ʃɨ²kʰa³	ʃ ɨ ² + kʰ a ³	12280 12282
4392	Qingyun	seed	ʂʅ²¹,ha⁵⁵ʂʅ²¹	ʂʅ²¹	ʂ ʅ ²¹	12280
4393	Shuizhuping	seed	hã⁴⁴ʂʅ²¹	hã⁴⁴ʂʅ²¹	h ã ⁴⁴ + ʂ ʅ ²¹	12281 12280
4394	Diaocao	seed	ja³³sɿ²¹	ja³³sɿ²¹	j a ³³ + s ɿ ²¹	12279 12280
4395	Xuzhang	seed	ja³³ʂʅ²¹	ja³³ʂʅ²¹	j a ³³ + ʂ ʅ ²¹	12279 12280
4396	Yijiacun	seed	ɛ³³sɿ²¹	ɛ³³sɿ²¹	ɛ ³³ + s ɿ ²¹	12283 12280
4397	Yangliu	seed	sɿ²¹kʰa³³	sɿ²¹kʰa³³	s ɿ ²¹ + kʰ a ³³	12280 12282
4293	ProtoLalo	seek (look for)	tʃa³	tʃa³	tʃ a ³	12307
4294	Qingyun	seek (look for)	tʂa³³	tʂa³³	ʈʂ a ³³	12307
4295	Shuizhuping	seek (look for)	tʂa³³	tʂa³³	ʈʂ a ³³	12307
4296	Diaocao	seek (look for)	tsɔ³³	tsɔ³³	ts ɔ ³³	12307
4297	Xuzhang	seek (look for)	tʂo³³	tʂo³³	ʈʂ o ³³	12307
4298	Mangdi	seek (look for)	i⁵⁵tʰə²¹	i⁵⁵tʰə²¹	i ⁵⁵ + tʰ ə ²¹	12308 12307
4299	Yijiacun	seek (look for)	xo³³tʰə²¹	xo³³tʰə²¹	x o ³³ + tʰ ə ²¹	12309 12307
4300	Yangliu	seek (look for)	tsa³³	tsa³³	ts a ³³	12307
8339	ProtoLalo	self	ɛ¹mɛ³	ɛ¹mɛ³	ɛ ¹ + m ɛ ³	12321 12322
8340	Qingyun	self	kua³³	kua³³	k u/w a ³³	12319
8341	Shuizhuping	self	a³³me³³	a³³me³³	a ³³ + m e ³³	12321 12322
8342	Diaocao	self	tsɿ²¹tɕi²¹	tsɿ²¹tɕi²¹	ts ɿ ²¹ + tɕ i ²¹	12318 12319
8343	Mangdi	self	dʒəŋ²¹	dʒəŋ²¹	dʒ ə ŋ ²¹	12320
8344	Yijiacun	self	dza²⁴	dza²⁴	dz a ²⁴	12318
8345	Yangliu	self	tɕa³³kɨ⁵³	tɕa³³kɨ⁵³	tɕ a ³³ + k ɨ ⁵³	12318 12319
176	ProtoLalo	sell	vo²	vo²	v o ²	12331
177	Qingyun	sell	a̤²¹	a̤²¹	a̤ ²¹	12332
178	Shuizhuping	sell	ɣo²¹	ɣo²¹	ɣ o ²¹	12330
179	Diaocao	sell	ɣʷɔ²¹	ɣʷɔ²¹	ɣʷ ɔ ²¹	12330
180	Xuzhang	sell	vv̩˞²¹	vv̩˞²¹	v v̩˞/v̩ ²¹	12333
181	Mangdi	sell	vu²¹, vuŋ²⁵	vu²¹	v u ²¹	12331
182	Yijiacun	sell	vv̩²¹	vv̩²¹	v v̩ ²¹	12333
183	Yangliu	sell	vv̩²¹	vv̩²¹	v v̩ ²¹	12333
7246	ProtoLalo	send for; request	tsʰɛ³	tsʰɛ³	tsʰ ɛ ³	12339
7247	Qingyun	send for; request	tsʰɛ³³	tsʰɛ³³	tsʰ ɛ ³³	12339
7248	Shuizhuping	send for; request	tsʰɛ³³	tsʰɛ³³	tsʰ ɛ ³³	12339
7249	Diaocao	send for; request	tɕʰɛ³³	tɕʰɛ³³	tɕʰ ɛ ³³	12339
7250	Xuzhang	send for; request	tʂʰɛ˞³³	tʂʰɛ˞³³	ʈʂʰ ɛ˞/ɛ ³³	12339
7251	Mangdi	send for; request	tʰə⁵⁵tʰə²¹	tʰə⁵⁵tʰə²¹	tʰ ə ⁵⁵ + tʰ ə ²¹	12339 12340
7252	Yijiacun	send for; request	tɕʰiŋ⁵³	tɕʰiŋ⁵³	tɕʰ i ŋ ⁵³	12339
7253	Yangliu	send for; request	tʂʰɛ˞³³	tʂʰɛ˞³³	ʈʂʰ ɛ˞/ɛ ³³	12339
1318	ProtoLalo	send-off; deliver	xɛ²xa¹	xɛ²xa¹	x ɛ ² + x a ¹	12349 12350
1319	Qingyun	send-off; deliver	xɨ²¹a⁵⁵gu²¹	xɨ²¹a⁵⁵gu²¹	x ɨ ²¹ + a ⁵⁵ + g u ²¹	12349 12351 12350
1320	Shuizhuping	send-off; deliver	xɛ˞²¹xa⁴⁴i⁴⁴, xɛ˞²¹xai⁴⁴	xɛ˞²¹xa⁴⁴i⁴⁴	x ɛ˞/ɛ ²¹ + x a ⁴⁴ + i ⁴⁴	12349 12350 12351
1321	Diaocao	send-off; deliver	gə²¹	gə²¹	g ə ²¹	12349
1322	Xuzhang	send-off; deliver	xo⁴⁵³	xo⁴⁵³	x o ⁴⁵³	12349
1323	Mangdi	send-off; deliver	xɛ²¹xo⁵⁵ɛ⁵⁵	xɛ²¹xo⁵⁵ɛ⁵⁵	x ɛ ²¹ + x o ⁵⁵ + ɛ ⁵⁵	12349 12350 12351
1324	Yijiacun	send-off; deliver	xɛ³³pʰɨʲ²⁴	xɛ³³pʰɨʲ²⁴	x ɛ ³³ + pʰ ɨʲ/ɨi ²⁴	12349 12352
1325	Yangliu	send-off; deliver	xa³³	xa³³	x a ³³	12349
1380	ProtoLalo	seven	xɨ²	xɨ²	x ɨ ²	12366
1381	Qingyun	seven	xɨ²¹	xɨ²¹	x ɨ ²¹	12366
1382	Shuizhuping	seven	xɨʔ²¹	xɨʔ²¹	x ɨ ʔ ²¹	12366
1383	Diaocao	seven	ɕi²¹	ɕi²¹	ɕ i ²¹	12366
1384	Xuzhang	seven	xɨ²¹	xɨ²¹	x ɨ ²¹	12366
1385	Mangdi	seven	xɨ²¹	xɨ²¹	x ɨ ²¹	12366
1386	Yijiacun	seven	xɨ²¹	xɨ²¹	x ɨ ²¹	12366
1387	Yangliu	seven	xɨ²¹	xɨ²¹	x ɨ ²¹	12366
1763	ProtoLalo	sew	gu̠ᶫ	gu̠ᶫ	g u̠ ᶫ/³	12375
1764	Qingyun	sew	gə̠²¹	gə̠²¹	g ə̠ ²¹	12375
1765	Shuizhuping	sew	gv̩⁵³	gv̩⁵³	g v̩ ⁵³	12376
1766	Diaocao	sew	gə⁴²	gə⁴²	g ə ⁴²	12375
1767	Xuzhang	sew	gɤ̪˞³³	gɤ̪˞³³	g ɤ̪˞/ɤ ³³	12375
1768	Mangdi	sew	gɨ̠²¹	gɨ̠²¹	g ɨ̠ ²¹	12375
1769	Yijiacun	sew	gɨ̠²¹	gɨ̠²¹	g ɨ̠ ²¹	12375
1770	Yangliu	sew	gɤ̪⁵³	gɤ̪⁵³	g ɤ̪/ɤ ⁵³	12375
3821	ProtoLalo	shadow	a¹ɣɨ³	a¹ɣɨ³	a ¹ + ɣ ɨ ³	12384 12385
3822	Qingyun	shadow	li⁵⁵ɣɨ³³	li⁵⁵ɣɨ³³	l i ⁵⁵ + ɣ ɨ ³³	12387 12385
3823	Shuizhuping	shadow	a⁴⁴ɣɨ³³	a⁴⁴ɣɨ³³	a ⁴⁴ + ɣ ɨ ³³	12384 12385
3824	Diaocao	shadow	a⁵⁵ɣə³³zɔ²¹	a⁵⁵ɣə³³zɔ²¹	a ⁵⁵ + ɣ ə ³³ + z ɔ ²¹	12384 12385 12386
3825	Xuzhang	shadow	a³⁵ɣɨ³³lɨ³³	a³⁵ɣɨ³³lɨ³³	a ³⁵ + ɣ ɨ ³³ + l ɨ ³³	12384 12385 12387
3826	Mangdi	shadow	xo⁵⁵ɣɨ³³	xo⁵⁵ɣɨ³³	x o ⁵⁵ + ɣ ɨ ³³	12386 12385
3827	Yijiacun	shadow	ba²⁴ɣɨ³³	ba²⁴ɣɨ³³	b a ²⁴ + ɣ ɨ ³³	12388 12385
3828	Yangliu	shadow	ha⁵⁵ɣɨ³³	ha⁵⁵ɣɨ³³	h a ⁵⁵ + ɣ ɨ ³³	12386 12385
1958	ProtoLalo	shake	ʔlu̠H	ʔlu̠H	ˀl u̠ H/¹	12403
1959	Qingyun	shake	ʔʐʅ³³	ʔʐʅ³³	ˀʐ ʅ ³³	12407
1960	Shuizhuping	shake	lv̩⁴⁴	lv̩⁴⁴	l v̩ ⁴⁴	12408
1961	Diaocao	shake	li³³tɤ̪⁵⁵	li³³tɤ̪⁵⁵	l i ³³ + t ɤ̪/ɤ ⁵⁵	12403 12404
1962	Xuzhang	shake	ɲo³³li³³	ɲo³³li³³	ɲ o ³³ + l i ³³	12409 12403
1963	Mangdi	shake	və²¹va³³	və²¹va³³	v ə ²¹ + v a ³³	12405 12406
1964	Yijiacun	shake	xi²⁴xi²⁴xa²⁴xa²⁴	xi²⁴xi²⁴xa²⁴xa²⁴	x i ²⁴ + x i ²⁴ + x a ²⁴ + x a ²⁴	12407 12410 12411 12412
1965	Yangliu	shake	lo⁵⁵	lo⁵⁵	l o ⁵⁵	12403
3917	ProtoLalo	sharp (blade)	tʰe̠H	tʰe̠H	tʰ e̠ H/¹	12418
3918	Qingyun	sharp (blade)	ʔna⁵⁵,tʰiɛ̠³³	ʔna⁵⁵	ˀn a ⁵⁵	12419
3919	Shuizhuping	sharp (blade)	tʰɛ⁴⁴	tʰɛ⁴⁴	tʰ ɛ ⁴⁴	12418
3920	Diaocao	sharp (blade)	tʰe³³	tʰe³³	tʰ e ³³	12418
3921	Xuzhang	sharp (blade)	tʰɛi³³	tʰɛi³³	tʰ ɛi ³³	12418
3922	Mangdi	sharp (blade)	du⁵⁵	du⁵⁵	d u ⁵⁵	12418
3923	Yijiacun	sharp (blade)	du²⁴	du²⁴	d u ²⁴	12418
3924	Yangliu	sharp (blade)	tʰi⁵³	tʰi⁵³	tʰ i ⁵³	12418
8290	ProtoLalo	sharp (point)	tsʰy¹	tsʰy¹	tsʰ y ¹	12427
8291	Qingyun	sharp (point)	tɕʰy⁵⁵	tɕʰy⁵⁵	tɕʰ y ⁵⁵	12427
8292	Shuizhuping	sharp (point)	tɕʰy⁴⁴	tɕʰy⁴⁴	tɕʰ y ⁴⁴	12427
8293	Diaocao	sharp (point)	tɕi⁵⁵	tɕi⁵⁵	tɕ i ⁵⁵	12427
8294	Xuzhang	sharp (point)	tɕʰy⁴⁵³	tɕʰy⁴⁵³	tɕʰ y ⁴⁵³	12427
8295	Mangdi	sharp (point)	pu⁵⁵	pu⁵⁵	p u ⁵⁵	12428
8296	Yijiacun	sharp (point)	tsʰə²⁴	tsʰə²⁴	tsʰ ə ²⁴	12427
8297	Yangliu	sharp (point)	tʂɛ˞³³	tʂɛ˞³³	ʈʂ ɛ˞/ɛ ³³	12427
3551	ProtoLalo	sharpen (grinding)	sɛ²	sɛ²	s ɛ ²	12436
3552	Qingyun	sharpen (grinding)	sɛ̤²¹	sɛ̤²¹	s ɛ̤ ²¹	12436
3553	Shuizhuping	sharpen (grinding)	sɛ̃³¹	sɛ̃³¹	s ɛ̃ ³¹	12436
3554	Diaocao	sharpen (grinding)	sɛ²¹	sɛ²¹	s ɛ ²¹	12436
3555	Xuzhang	sharpen (grinding)	sɛ˞²¹	sɛ˞²¹	s ɛ˞/ɛ ²¹	12436
3556	Mangdi	sharpen (grinding)	sɛ²¹	sɛ²¹	s ɛ ²¹	12436
3557	Yijiacun	sharpen (grinding)	ɕɛ²¹	ɕɛ²¹	ɕ ɛ ²¹	12436
3558	Yangliu	sharpen (grinding)	sɛ˞²¹	sɛ˞²¹	s ɛ˞/ɛ ²¹	12436
6237	ProtoLalo	shave	tʃʰo̠H	tʃʰo̠H	tʃʰ o̠ H/¹	12445
6238	Qingyun	shave	tʂʰo̠³³	tʂʰo̠³³	ʈʂʰ o̠ ³³	12445
6239	Shuizhuping	shave	tʂʰu⁴⁴	tʂʰu⁴⁴	ʈʂʰ u ⁴⁴	12445
6240	Diaocao	shave	tsʰɛ²¹	tsʰɛ²¹	tsʰ ɛ ²¹	12445
6241	Xuzhang	shave	tʂʰu³³	tʂʰu³³	ʈʂʰ u ³³	12445
6242	Mangdi	shave	tʃ̠ʰu̠³³	tʃ̠ʰu̠³³	tʃ̠ʰ u̠ ³³	12445
6243	Yijiacun	shave	tsʰu³³	tsʰu³³	tsʰ u ³³	12445
6244	Yangliu	shave	tsʰu⁵³	tsʰu⁵³	tsʰ u ⁵³	12445
4467	ProtoLalo	sheep	a¹ʒaŋ¹	a¹ʒaŋ¹	a ¹ + ʒ a ŋ ¹	12455 12456
4468	Qingyun	sheep	a⁵⁵ʐu⁵⁵	a⁵⁵ʐu⁵⁵	a ⁵⁵ + ʐ u ⁵⁵	12455 12456
4469	Shuizhuping	sheep	a⁵⁵ʐu⁴⁴, a³³ʐu²⁴	a⁵⁵ʐu⁴⁴	a ⁵⁵ + ʐ u ⁴⁴	12455 12456
4470	Diaocao	sheep	ja²⁴	ja²⁴	j a ²⁴	12454
4471	Xuzhang	sheep	a²¹ja²⁴	a²¹ja²⁴	a ²¹ + j a ²⁴	12455 12454
4472	Yijiacun	sheep	a²⁴za²⁴	a²⁴za²⁴	a ²⁴ + z a ²⁴	12455 12456
4473	Yangliu	sheep	ɲa³³	ɲa³³	ɲ a ³³	12457
5516	ProtoLalo	shell (egg, etc)	kjo²	kjo²	k j o ²	12469
5517	Qingyun	shell (egg, etc)	fv̩³³kø̤²¹	fv̩³³kø̤²¹	f v̩ ³³ + k ø̤ ²¹	12471 12469
5518	Shuizhuping	shell (egg, etc)	fv̩³³gɨ²⁴	fv̩³³gɨ²⁴	f v̩ ³³ + g ɨ ²⁴	12471 12469
5519	Diaocao	shell (egg, etc)	i³³fɤ̪³³kə²¹	i³³fɤ̪³³kə²¹	i ³³ + f ɤ̪/ɤ ³³ + k ə ²¹	12467 12468 12469
5520	Xuzhang	shell (egg, etc)	fv˞̩³³kʰo³³	fv˞̩³³kʰo³³	f v̩˞/v̩ ³³ + kʰ o ³³	12471 12469
5521	Mangdi	shell (egg, etc)	jɛ²¹ko²¹	jɛ²¹ko²¹	j ɛ ²¹ + k o ²¹	12470 12469
5522	Yijiacun	shell (egg, etc)	a²⁴ji³³fv̩³³kɨ²¹	a²⁴ji³³fv̩³³kɨ²¹	a ²⁴ + j i ³³ + f v̩ ³³ + k ɨ ²¹	12467 12470 12471 12469
5523	Yangliu	shell (egg, etc)	kʰɛ²¹kʰɛ˞⁵³	kʰɛ²¹kʰɛ˞⁵³	kʰ ɛ ²¹ + kʰ ɛ˞/ɛ ⁵³	12469 12472
374	ProtoLalo	shoes	kʰi¹ne̠H	kʰi¹ne̠H	kʰ i ¹ + n e̠ H/¹	12486 12487
375	Qingyun	shoes	kʰɨ⁵⁵nɛ̠³³	kʰɨ⁵⁵nɛ̠³³	kʰ ɨ ⁵⁵ + n ɛ̠ ³³	12486 12487
376	Shuizhuping	shoes	kʰɨ⁴⁴ne⁴⁴	kʰɨ⁴⁴ne⁴⁴	kʰ ɨ ⁴⁴ + n e ⁴⁴	12486 12487
377	Diaocao	shoes	tɕʰi⁵⁵nə³³	tɕʰi⁵⁵nə³³	tɕʰ i ⁵⁵ + n ə ³³	12486 12487
378	Xuzhang	shoes	kʰɨ³⁵nɛi⁵³	kʰɨ³⁵nɛi⁵³	kʰ ɨ ³⁵ + n ɛi ⁵³	12486 12487
379	Mangdi	shoes	kʰɨ⁵⁵nɛ³³	kʰɨ⁵⁵nɛ³³	kʰ ɨ ⁵⁵ + n ɛ ³³	12486 12487
380	Yijiacun	shoes	kʰi⁵⁵ni³³	kʰi⁵⁵ni³³	kʰ i ⁵⁵ + n i ³³	12486 12487
381	Yangliu	shoes	kʰei⁵⁵ni⁵³	kʰei⁵⁵ni⁵³	kʰ ei ⁵⁵ + n i ⁵³	12486 12487
358	ProtoLalo	shoot (a gun)	bɛ̠H	bɛ̠H	b ɛ̠ H/¹	12503
359	Qingyun	shoot (a gun)	ba̠³³	ba̠³³	b a̠ ³³	12503
360	Shuizhuping	shoot (a gun)	bɛ⁴⁴	bɛ⁴⁴	b ɛ ⁴⁴	12503
361	Diaocao	shoot (a gun)	bɛ³³	bɛ³³	b ɛ ³³	12503
362	Xuzhang	shoot (a gun)	bɛ˞³³	bɛ˞³³	b ɛ˞/ɛ ³³	12503
363	Mangdi	shoot (a gun)	ba̠³³	ba̠³³	b a̠ ³³	12503
364	Yijiacun	shoot (a gun)	ba̠ʔ³³	ba̠ʔ³³	b a̠ ʔ ³³	12503
365	Yangliu	shoot (a gun)	bɛ˞⁵⁵	bɛ˞⁵⁵	b ɛ˞/ɛ ⁵⁵	12503
3050	ProtoLalo	shoulder	pʰa¹kʰɛ²dzɿ³	pʰa¹kʰɛ²dzɿ³	pʰ a ¹ + kʰ ɛ ² + dz ɿ ³	12512 12513 12514
3051	Qingyun	shoulder	pʰa⁵⁵kʰɛ̤²¹ŋ²¹dzɿ³³	pʰa⁵⁵kʰɛ̤²¹ŋ²¹dzɿ³³	pʰ a ⁵⁵ + kʰ ɛ̤ ²¹ + ŋ ²¹ + dz ɿ ³³	12512 12513 12516 12514
3052	Shuizhuping	shoulder	pʰæ⁵⁵kʰɛ³³dzɿ³³	pʰæ⁵⁵kʰɛ³³dzɿ³³	pʰ æ ⁵⁵ + kʰ ɛ ³³ + dz ɿ ³³	12512 12513 12514
3053	Diaocao	shoulder	pʰiɛ⁵⁵kɛ²¹dzɿ³³	pʰiɛ⁵⁵kɛ²¹dzɿ³³	pʰ i/j ɛ ⁵⁵ + k ɛ ²¹ + dz ɿ ³³	12512 12513 12514
3054	Xuzhang	shoulder	pʰɛ˞⁴⁵kʰɛ˞³³dzɿ³³	pʰɛ˞⁴⁵kʰɛ˞³³dzɿ³³	pʰ ɛ˞/ɛ ⁴⁵ + kʰ ɛ˞/ɛ ³³ + dz ɿ ³³	12512 12513 12514
